  153.8841481739  155.0906232637    4.0000000000
  149.8940981092  154.8114893698    4.0000000000
  149.8940981092  154.8114893698    6.0000000000
  153.8841481739  155.0906232637    6.0000000000

  153.8841481739  155.0906232637    4.0000000000
  152.1304115101  151.4958424687    4.0000000000
  152.1304115101  151.4958424687    6.0000000000
  153.8841481739  155.0906232637    6.0000000000

  153.8841481739  155.0906232637    4.0000000000
  156.1215743393  151.7750847849    4.0000000000
  156.1215743393  151.7750847849    6.0000000000
  153.8841481739  155.0906232637    6.0000000000

  153.8841481739  155.0906232637    4.0000000000
  157.8741982387  155.3697571576    4.0000000000
  157.8741982387  155.3697571576    6.0000000000
  153.8841481739  155.0906232637    6.0000000000

  153.8841481739  155.0906232637    4.0000000000
  155.6382432056  158.6863376391    4.0000000000
  155.6382432056  158.6863376391    6.0000000000
  153.8841481739  155.0906232637    6.0000000000

  153.8841481739  155.0906232637    4.0000000000
  151.6470803765  158.4070953229    4.0000000000
  151.6470803765  158.4070953229    6.0000000000
  153.8841481739  155.0906232637    6.0000000000

  153.8841481739  155.0906232637    4.0000000000
  149.8940981092  154.8114893698    4.0000000000
  149.8940981092  154.8114893698    6.0000000000
  153.8841481739  155.0906232637    6.0000000000

