  152.8285000000  147.1715000000    2.0000000000
  149.2930000000  143.6360000000    4.0000000000
  143.6360000000  149.2930000000    4.0000000000
  147.1715000000  152.8285000000    2.0000000000

  152.8285000000  147.1715000000    2.0000000000
  156.3640000000  150.7070000000    4.0000000000
  150.7070000000  156.3640000000    4.0000000000
  147.1715000000  152.8285000000    2.0000000000

  152.8285000000  147.1715000000    2.0000000000
  156.3640000000  150.7070000000    0.0000000000
  150.7070000000  156.3640000000    0.0000000000
  147.1715000000  152.8285000000    2.0000000000

  152.8285000000  147.1715000000    2.0000000000
  149.2930000000  143.6360000000    0.0000000000
  143.6360000000  149.2930000000    0.0000000000
  147.1715000000  152.8285000000    2.0000000000

  152.8285000000  147.1715000000    2.0000000000
  149.2930000000  143.6360000000    4.0000000000
  143.6360000000  149.2930000000    4.0000000000
  147.1715000000  152.8285000000    2.0000000000

